soil,temp,humidity,watering
32,27.3,44,1
48,17.9,73,0
10,40.0,95,1
20,35.8,77,1
63,32.8,84,0
22,41.0,20,1
72,34.9,90,0
60,37.6,81,0
70,36.1,42,0
93,30.6,36,0
18,25.5,61,1
69,38.8,73,0
82,39.7,51,0
40,25.7,63,0
42,27.2,37,1
22,26.1,85,1
43,37.8,90,1
45,34.2,90,0
85,20.9,46,0
84,34.3,64,0
91,18.6,42,0
69,29.6,61,0
95,18.1,65,0
76,28.0,93,0
90,34.2,88,0
41,38.7,74,1
6,29.1,23,1
53,18.9,27,0
30,22.2,40,1
41,33.5,38,1
12,33.6,57,1
31,35.3,24,1
50,37.0,33,0
83,38.4,91,0
33,35.0,91,1
54,21.4,56,0
93,32.9,68,0
54,26.2,60,0
75,16.5,52,0
30,31.8,76,1
33,39.6,67,1
80,29.8,45,0
29,22.9,42,1
92,17.0,42,0
70,18.2,25,0
59,22.5,53,0
21,19.3,52,1
5,23.9,39,1
10,19.1,61,1
81,16.4,58,0
67,36.3,90,0
50,17.0,60,0
72,20.9,43,0
71,16.8,84,0
25,26.2,88,1
56,17.5,48,0
32,32.9,62,1
51,22.9,87,0
65,41.9,21,0
19,33.1,77,1
35,39.4,51,1
10,33.4,61,1
53,39.7,34,0
54,21.9,56,0
8,39.6,67,1
70,36.7,77,0
67,16.2,44,0
46,28.9,32,1
26,41.2,88,1
73,15.2,28,0
31,33.1,47,1
92,26.5,33,0
31,29.5,75,1
87,37.1,29,0
92,19.2,78,0
47,16.0,29,1
11,19.8,52,1
76,16.9,49,0
38,26.0,77,0
85,25.9,60,0
7,25.5,35,1
73,15.2,28,0
79,16.2,29,0
50,40.1,33,0
42,36.2,58,1
82,17.3,76,0
53,25.7,23,0
65,19.2,48,0
22,35.2,89,1
42,40.9,38,1
43,33.3,67,1
6,29.9,91,1
23,18.3,20,1
78,31.1,88,0
75,40.6,59,0
31,35.2,64,1
32,26.1,85,1
23,19.3,48,1
83,37.5,44,0
19,19.9,92,1
11,38.0,90,1
64,32.4,29,0
42,33.1,52,1
17,20.3,94,1
67,40.7,65,0
21,33.1,50,1
17,22.7,28,1
29,23.6,77,1
47,31.6,59,0
93,30.8,92,0
77,24.8,60,0
59,19.6,60,0
36,36.2,75,1
40,37.7,37,1
91,34.8,81,0
64,27.0,59,0
67,29.9,42,0
87,31.4,55,0
22,39.1,45,1
38,34.8,29,1
14,39.1,84,1
85,15.8,94,0
79,25.9,95,0
32,39.5,90,1
38,29.7,89,0
65,32.7,39,0
51,25.6,95,0
42,18.6,84,0
70,17.4,66,0
69,15.3,50,0
83,33.5,85,0
22,27.0,42,1
77,40.6,38,0
66,40.4,25,0
33,35.6,49,1
13,22.1,49,1
10,33.1,86,1
51,25.5,78,0
10,16.1,61,1
18,34.0,86,1
86,37.4,53,0
79,29.7,42,0
53,32.6,66,0
80,32.6,29,0
71,21.8,48,0
71,26.0,64,0
67,36.4,20,0
69,38.8,76,0
26,21.2,85,1
87,22.6,39,0
28,19.2,35,1
89,21.2,62,0
19,28.0,81,1
66,20.7,40,0
87,37.5,22,0
36,16.2,93,0
80,19.4,85,0
10,39.1,38,1
12,19.5,43,1
71,40.9,92,0
86,15.5,56,0
15,20.8,80,1
66,19.6,72,0
81,18.9,94,0
28,31.8,85,1
38,19.5,63,0
63,31.1,28,0
34,25.2,36,1
18,15.4,86,1
69,33.5,39,0
82,17.6,80,0
83,31.2,88,0
69,35.3,31,0
66,32.8,89,0
5,39.2,75,1
71,26.4,25,0
94,29.3,49,0
66,36.3,68,0
49,30.9,93,0
17,26.5,52,1
66,35.7,30,0
41,31.2,89,1
57,22.0,20,0
95,35.1,20,0
78,29.1,86,0
5,25.1,46,1
93,36.7,72,0
51,17.9,74,0
88,30.8,53,0
73,26.4,66,0
83,22.4,70,0
31,26.2,91,1
66,19.8,91,0
76,28.1,59,0
78,24.3,70,0
22,38.1,35,1
34,27.1,40,1
17,20.8,71,1
48,36.6,26,1
25,25.5,20,1
16,37.2,80,1
81,26.8,28,0
38,21.0,30,1
82,16.0,69,0
56,31.6,86,0
41,34.2,27,1
27,32.3,76,1
6,20.4,86,1
41,20.3,85,0
71,33.9,41,0
91,16.0,50,0
88,15.0,40,0
16,41.9,71,1
50,33.1,71,0
80,20.4,21,0
95,16.9,31,0
75,22.7,91,0
79,24.4,55,0
33,31.4,44,1
63,40.1,93,0
5,22.0,72,1
69,17.9,29,0
69,22.9,34,0
70,40.8,88,0
78,21.8,76,0
53,30.2,51,0
48,41.0,78,0
92,27.4,95,0
8,28.0,53,1
13,25.3,48,1
91,33.9,60,0
57,40.8,86,0
73,15.3,53,0
36,22.8,71,0
91,35.2,63,0
14,30.0,42,1
65,23.5,47,0
78,22.3,44,0
68,34.9,50,0
35,38.6,46,1
34,20.5,51,1
84,24.6,33,0
20,39.8,83,1
83,15.2,89,0
10,37.9,67,1
84,23.5,93,0
40,28.3,85,0
40,25.7,93,0
21,16.5,74,1
66,40.4,24,0
69,24.4,42,0
63,41.4,86,0
63,23.5,21,0
6,33.2,68,1
79,17.7,66,0
83,38.3,43,0
75,22.1,54,0
65,40.9,63,0
51,20.0,74,0
31,26.3,67,1
51,38.1,55,0
62,19.9,36,0
78,33.5,32,0
39,36.7,91,1
60,38.1,45,0
23,36.6,39,1
65,36.8,42,0
58,28.5,86,0
73,34.5,82,0
43,21.8,92,0
11,25.8,40,1
12,20.8,52,1
65,37.7,32,0
62,35.1,53,0
51,24.7,91,0
37,24.3,72,0
20,24.5,45,1
78,30.5,88,0
27,41.4,56,1
50,23.8,85,0
67,35.9,77,0
15,25.3,56,1
64,32.1,38,0
26,32.3,63,1
58,32.0,93,0
56,37.9,29,0
15,19.4,49,1
45,23.6,57,0
95,22.2,70,0
39,39.0,66,1
80,29.1,77,0
57,19.5,22,0
21,34.6,52,1
94,35.2,46,0
26,25.7,32,1
13,40.3,80,1
75,16.5,70,0
72,35.7,30,0
18,22.1,39,1
15,32.7,69,1
44,21.2,56,0
61,31.9,36,0
72,37.6,23,0
9,32.9,61,1
65,27.6,89,0
39,29.8,37,1
94,29.6,95,0
81,27.3,92,0
60,29.1,88,0
44,39.5,81,1
74,21.1,31,0
61,23.3,72,0
38,19.2,21,1
5,29.1,37,1
49,22.7,88,0
6,33.6,82,1
66,23.1,75,0
42,31.1,20,1
75,25.1,72,0
76,26.8,51,0
25,34.3,69,1
53,21.0,30,0
59,31.9,86,0
83,36.8,54,0
41,32.5,88,1
39,26.1,28,1
28,18.7,34,1
86,27.3,77,0
39,33.9,82,1
29,23.7,39,1
11,41.2,22,1
28,41.3,56,1
39,18.4,76,0
6,21.3,39,1
6,28.3,63,1
58,23.4,83,0
52,27.5,24,0
47,17.2,38,1
12,22.2,70,1
14,29.7,43,1
29,39.2,52,1
53,37.4,35,0
36,25.4,76,0
36,34.9,24,1
30,27.4,32,1
71,33.0,46,0
65,25.5,59,0
46,19.3,25,1
75,29.1,52,0
66,32.2,45,0
51,39.0,47,0
19,21.4,75,1
46,15.4,55,0
79,18.2,51,0
6,41.2,94,1
93,27.8,39,0
52,35.8,51,0
25,28.5,63,1
85,16.6,65,0
87,19.2,88,0
18,18.4,49,1
45,41.5,64,0
61,34.8,22,0
93,25.2,37,0
37,39.3,82,1
95,26.8,57,0
74,33.8,44,0
77,20.0,64,0
46,34.8,55,0
81,39.7,90,0
25,16.9,39,1
62,23.0,53,0
74,24.9,20,0
86,28.7,43,0
7,31.7,66,1
84,21.4,28,0
89,41.1,69,0
29,29.1,83,1
75,19.2,56,0
46,26.1,61,0
19,17.6,28,1
10,37.6,36,1
27,38.6,45,1
18,28.1,32,1
9,30.4,69,1
89,28.2,95,0
37,16.3,48,0
82,34.4,21,0
31,32.7,30,1
64,36.6,27,0
51,30.1,73,0
52,36.4,27,0
83,22.2,25,0
14,37.5,29,1
32,40.9,32,1
17,34.6,88,1
54,20.1,87,0
89,21.7,42,0
76,35.2,73,0
18,35.7,93,1
50,33.2,74,0
18,19.5,43,1
75,25.8,63,0
89,19.3,76,0
50,39.4,90,0
46,37.8,72,0
86,26.6,61,0
82,21.5,89,0
32,25.1,90,1
37,24.7,77,0
62,40.9,20,0
9,41.5,22,1
71,18.6,58,0
5,23.1,48,1
32,38.1,22,1
93,37.2,90,0
70,30.0,93,0
24,17.5,78,1
50,19.2,53,0
51,39.0,51,0
34,21.9,58,1
16,30.4,92,1
32,34.8,61,1
66,19.7,93,0
17,31.1,58,1
9,34.7,93,1
53,17.1,27,0
47,24.4,75,0
58,40.1,35,0
34,35.2,21,1
86,36.0,68,0
11,23.2,25,1
45,29.6,39,1
46,28.6,48,0
24,16.4,70,1
62,35.3,93,0
69,17.4,75,0
42,36.2,38,1
21,24.1,80,1
78,35.1,90,0
56,22.1,71,0
69,26.7,36,0
22,28.0,45,1
67,25.7,93,0
30,30.2,87,1
36,21.5,54,0
60,23.7,93,0
16,18.0,72,1
59,24.9,44,0
46,24.3,23,1
44,19.6,64,0
83,37.2,76,0
84,18.9,25,0
34,20.4,67,1
24,35.5,30,1
19,35.0,51,1
84,40.0,56,0
6,24.3,34,1
44,27.2,22,1
47,20.6,88,0
32,20.5,86,1
38,29.8,38,1
93,33.9,22,0
53,30.7,87,0
10,21.9,27,1
41,20.4,54,0
11,27.6,21,1
13,25.5,54,1
89,38.0,66,0
18,15.5,69,1
34,41.5,85,1
95,17.7,60,0
67,38.4,88,0
16,20.0,84,1
63,30.1,22,0
10,21.7,87,1
44,24.0,70,0
25,15.5,65,1
50,31.9,50,0
69,22.4,27,0
85,22.0,69,0
8,40.5,55,1
33,19.1,70,1
89,18.7,68,0
71,40.9,49,0
58,21.5,39,0
59,41.2,62,0
62,29.6,46,0
88,18.7,89,0
92,36.6,37,0
44,33.6,87,1
22,26.6,38,1
88,40.2,40,0
45,16.8,88,0
20,20.0,38,1
8,35.7,72,1
57,23.2,55,0
24,36.0,33,1
21,20.0,54,1
82,30.3,49,0
81,21.3,23,0
50,17.1,81,0
22,28.6,80,1
88,25.1,69,0
67,27.8,40,0
29,21.1,72,1
6,40.0,72,1
33,35.0,45,1
31,16.8,76,1
83,28.2,61,0
63,39.0,74,0
56,36.0,68,0
45,25.6,93,0
81,29.5,24,0
71,18.0,78,0
10,38.7,51,1
71,29.5,25,0
76,25.5,26,0
29,22.9,70,1
43,35.9,56,1
64,19.5,57,0
83,39.8,86,0
23,27.5,77,1
16,34.5,34,1
28,36.0,89,1
22,25.6,61,1
62,15.7,78,0
80,39.2,45,0
63,17.4,61,0
93,32.5,40,0
20,17.5,77,1
86,24.8,87,0
95,25.4,85,0
83,40.6,68,0
75,25.3,41,0
47,30.3,39,1
25,38.5,42,1
11,26.3,59,1
62,22.8,43,0
20,39.3,45,1
5,31.8,52,1
6,27.4,83,1
74,36.8,83,0
35,20.9,80,0
63,26.1,30,0
81,31.2,51,0
75,22.5,91,0
31,16.3,38,1
12,32.6,24,1
23,38.1,93,1
82,23.1,31,0
11,17.9,42,1
25,33.1,93,1
76,19.8,78,0
79,24.7,24,0
16,35.7,61,1
52,39.2,28,0
59,37.8,28,0
42,27.7,35,1
93,38.2,62,0
72,26.2,46,0
94,20.6,27,0
18,30.4,87,1
16,28.1,56,1
59,31.4,60,0
38,29.2,65,0
21,31.6,83,1
71,34.7,83,0
68,36.8,49,0
95,22.8,44,0
5,18.2,79,1
85,36.5,46,0
83,42.0,72,0
10,24.0,91,1
86,20.7,45,0
93,22.6,28,0
44,23.1,90,0
46,35.7,34,1
92,24.0,70,0
77,31.6,23,0
27,20.2,63,1
91,27.9,80,0
9,32.4,81,1
24,31.9,88,1
47,27.5,72,0
12,37.5,58,1
77,34.6,60,0
76,29.5,46,0
78,33.5,65,0
13,41.2,55,1
8,24.2,68,1
85,29.4,41,0
78,31.4,43,0
81,18.2,59,0
95,38.2,24,0
39,26.2,83,0
35,25.0,58,0
32,29.2,42,1
19,25.1,24,1
30,39.7,76,1
69,15.7,81,0
69,19.2,63,0
66,34.8,87,0
44,35.9,38,1
17,37.2,86,1
91,41.8,46,0
9,27.4,86,1
19,15.1,25,1
92,37.9,31,0
47,27.6,25,1
18,29.1,59,1
7,30.6,59,1
86,39.1,61,0
30,20.2,55,1
73,23.6,76,0
90,18.2,39,0
25,22.4,21,1
84,30.1,33,0
31,29.6,90,1
45,22.3,56,0
78,21.6,29,0
44,31.6,63,1
74,27.0,36,0
8,27.7,26,1
18,25.4,31,1
59,25.6,95,0
85,37.6,77,0
83,24.6,62,0
30,34.2,88,1
15,41.3,79,1
77,18.6,79,0
17,27.3,79,1
65,21.3,48,0
23,38.2,53,1
51,25.6,62,0
46,27.2,23,1
13,27.8,64,1
66,27.5,41,0
41,35.7,93,1
21,28.7,71,1
18,23.8,29,1
43,29.4,71,0
80,26.2,51,0
75,19.3,81,0
54,16.8,46,0
93,31.0,75,0
77,36.3,89,0
93,21.4,29,0
78,37.6,34,0
80,31.1,61,0
76,17.6,76,0
27,23.3,71,1
13,31.2,68,1
46,28.3,27,1
16,20.9,37,1
79,39.4,20,0
23,32.8,77,1
73,22.9,93,0
62,20.3,60,0
43,30.4,58,1
60,34.4,64,0
16,30.7,85,1
56,37.9,57,0
12,25.0,90,1
11,15.0,91,1
50,18.0,56,0
8,21.4,95,1
55,31.9,68,0
56,25.3,89,0
32,32.9,80,1
22,20.1,69,1
51,37.7,39,0
41,41.9,36,1
22,15.3,22,1
23,34.5,82,1
89,26.8,37,0
15,18.7,73,1
63,39.1,74,0
84,19.9,85,0
59,29.9,77,0
54,24.6,43,0
59,31.3,93,0
68,37.9,50,0
69,22.3,89,0
78,24.9,24,0
77,28.0,67,0
19,30.7,30,1
23,34.7,87,1
40,27.6,30,1
71,39.0,31,0
36,27.8,29,1
92,32.1,94,0
44,31.6,63,1
73,36.0,80,0
63,28.8,80,0
78,34.8,73,0
50,40.9,57,0
42,19.5,58,0
77,22.0,80,0
79,19.6,26,0
89,41.7,23,0
41,28.1,36,1
69,17.1,55,0
37,18.6,55,0
40,38.2,21,1
19,31.3,95,1
24,32.8,67,1
27,22.1,50,1
67,19.9,87,0
9,24.3,30,1
23,31.1,39,1
68,35.3,72,0
54,21.4,76,0
86,19.5,93,0
49,16.5,53,0
19,16.4,79,1
56,27.9,80,0
73,21.3,69,0
65,22.1,87,0
60,15.3,77,0
53,33.3,87,0
92,40.8,32,0
73,32.2,75,0
83,39.8,54,0
47,22.3,32,1
37,32.7,70,1
64,35.9,50,0
91,30.9,44,0
71,24.1,43,0
45,29.8,21,1
13,15.3,32,1
72,17.8,77,0
49,20.9,56,0
37,20.2,23,1
84,17.5,47,0
81,32.2,35,0
16,38.1,36,1
53,32.7,92,0
28,39.2,43,1
37,23.0,29,1
86,27.2,55,0
59,33.7,61,0
37,19.4,29,1
40,36.0,68,1
54,24.0,27,0
38,40.8,53,1
27,26.9,82,1
30,31.5,42,1
87,28.3,38,0
74,35.8,47,0
83,32.4,76,0
38,17.8,29,1
14,30.4,52,1
62,15.5,83,0
24,32.6,20,1
9,32.9,54,1
24,33.9,70,1
78,15.1,82,0
66,26.8,28,0
74,21.1,69,0
93,37.1,81,0
20,30.3,65,1
47,33.4,71,0
12,32.1,31,1
51,29.4,63,0
15,37.7,57,1
87,20.5,90,0
10,41.1,44,1
43,33.8,33,1
85,33.6,82,0
15,38.9,76,1
29,18.8,44,1
8,34.4,95,1
35,28.2,28,1
74,32.4,83,0
73,41.1,77,0
7,16.0,27,1
48,36.3,25,1
56,18.2,86,0
63,40.4,88,0
24,35.0,49,1
14,16.0,38,1
67,32.7,80,0
84,16.2,36,0
6,19.7,26,1
44,37.2,32,1
63,31.5,95,0
13,37.1,33,1
19,28.4,48,1
13,36.7,74,1
48,36.9,71,0
46,18.3,93,0
74,18.7,47,0
10,31.0,62,1
13,18.3,38,1
58,19.5,67,0
75,19.5,51,0
79,16.1,32,0
85,31.5,40,0
7,38.7,30,1
5,15.2,31,1
95,32.6,56,0
58,33.7,80,0
93,18.4,38,0
86,22.3,77,0
57,21.5,42,0
83,33.7,43,0
68,31.5,31,0
85,37.3,58,0
49,26.3,91,0
35,20.2,87,0
17,31.7,89,1
69,20.9,46,0
40,16.4,34,1
24,33.5,80,1
68,19.8,25,0
11,32.4,56,1
31,26.7,62,1
83,36.7,78,0
10,17.8,26,1
73,19.7,23,0
67,28.9,29,0
35,34.5,95,1
79,23.8,45,0
91,39.3,49,0
19,23.8,32,1
35,34.9,45,1
53,39.1,29,0
65,30.8,26,0
60,18.9,78,0
27,25.5,37,1
63,34.4,65,0
39,20.5,36,1
9,33.7,27,1
40,18.7,79,0
63,26.3,63,0
33,38.9,40,1
86,40.7,41,0
78,41.2,49,0
16,26.1,86,1
67,38.3,47,0
80,27.8,79,0
40,15.4,74,0
36,21.7,75,0
79,21.0,95,0
24,39.7,20,1
58,41.5,25,0
65,34.8,84,0
9,26.5,70,1
66,36.9,32,0
62,28.4,30,0
76,35.3,72,0
32,18.6,57,1
35,32.5,31,1
7,28.0,59,1
25,34.0,93,1
79,15.7,78,0
64,35.8,71,0
28,36.3,67,1
85,27.5,20,0
85,16.9,62,0
72,15.9,74,0
39,33.8,89,1
78,36.5,30,0
84,38.8,27,0
70,40.5,66,0
11,18.0,66,1
64,31.7,66,0
51,19.7,91,0
95,16.8,46,0
22,41.5,50,1
74,18.1,81,0
79,38.5,46,0
33,23.7,54,1
69,33.4,55,0
11,16.7,64,1
62,28.1,87,0
20,27.7,88,1
91,37.3,57,0
62,31.8,28,0
29,39.1,78,1
16,17.2,42,1
41,40.9,29,1
18,19.4,34,1
94,19.0,39,0
31,29.1,22,1
42,26.2,89,0
21,27.8,73,1
61,34.9,22,0
42,20.1,22,1
34,37.5,86,1
87,24.1,94,0
48,32.7,61,0
67,31.0,87,0
75,27.0,58,0
77,18.6,59,0
26,36.3,49,1
66,25.0,56,0
11,19.0,56,1
63,40.8,40,0
73,22.7,42,0
95,33.7,39,0
25,21.4,25,1
45,30.5,76,0
38,25.0,46,0
76,34.1,60,0
49,19.0,77,0
74,41.3,88,0
43,18.3,23,1
56,40.1,38,0
63,40.1,39,0
5,41.2,89,1
69,23.9,57,0
65,39.2,93,0
90,19.0,92,0
61,24.1,34,0
66,39.3,37,0
91,29.9,59,0
8,25.8,48,1
62,24.6,61,0
12,31.4,44,1
79,29.2,55,0
30,15.6,88,1
62,33.3,31,0
70,25.6,82,0
45,31.3,85,0
12,39.5,66,1
55,19.0,74,0
52,25.4,21,0
41,24.3,59,0
62,38.6,31,0
32,34.7,76,1
58,36.7,56,0
25,36.8,74,1
58,18.8,95,0
81,17.3,46,0
43,27.8,87,0
47,16.8,95,0
53,17.4,72,0
86,39.7,73,0
27,30.0,92,1
22,20.4,68,1
42,30.0,25,1
43,37.5,58,1
68,30.1,79,0
33,15.7,20,1
24,22.1,80,1
20,32.7,56,1
58,19.8,51,0
8,18.2,55,1
68,41.8,28,0
81,35.1,94,0
66,30.3,53,0
85,33.5,35,0
52,28.8,93,0
7,37.8,40,1
79,16.6,60,0
64,38.7,37,0
50,19.4,54,0
51,26.3,65,0
11,22.8,87,1
86,40.3,85,0
29,35.7,43,1
17,31.2,41,1
74,23.7,60,0
92,36.6,54,0
92,33.8,66,0
17,29.4,65,1
23,15.3,86,1
41,25.1,82,0
57,24.2,40,0
18,20.9,84,1
33,37.5,91,1
83,33.6,87,0
73,34.2,34,0
58,27.4,29,0
19,37.1,22,1
66,24.4,66,0
22,37.1,86,1
48,19.6,58,0
8,35.1,35,1
33,18.5,38,1
93,21.1,36,0
31,18.5,30,1
59,33.7,34,0
14,15.5,81,1
60,16.1,33,0
9,36.4,85,1
80,16.6,35,0
37,16.2,58,0
90,15.3,32,0
20,39.8,46,1
80,39.3,43,0
90,24.5,31,0
23,37.8,55,1
79,24.4,40,0
69,36.1,50,0
69,30.4,32,0
79,35.6,87,0
32,34.3,56,1
26,39.3,88,1
5,41.3,32,1
32,39.9,80,1
51,33.8,43,0
61,33.2,33,0
28,37.5,68,1
59,20.8,49,0
57,18.0,60,0
20,27.6,86,1
22,28.4,66,1
95,22.8,25,0
15,23.9,34,1
54,22.7,59,0
92,41.4,76,0
33,30.0,57,1
59,20.1,28,0
65,40.4,67,0
27,15.3,82,1
91,17.8,76,0
71,32.8,30,0
20,18.9,71,1
93,30.9,33,0
26,16.7,45,1
48,20.4,71,0
20,21.3,74,1
68,22.5,94,0
80,22.4,71,0
50,27.8,71,0
67,28.8,38,0
63,17.9,52,0
67,28.4,37,0
8,17.7,26,1
13,28.4,23,1
27,25.3,61,1
24,23.2,32,1
14,32.8,86,1
68,36.4,45,0
42,32.9,82,1
69,22.1,63,0
74,29.8,24,0
60,38.8,35,0
54,27.2,68,0
61,27.4,24,0
27,30.0,58,1
95,19.4,75,0
22,23.4,69,1
67,35.6,92,0
91,28.2,90,0
92,29.6,80,0
65,30.2,40,0
69,16.5,53,0
68,31.0,68,0
83,33.3,56,0
46,16.7,95,0
10,18.5,66,1
49,36.9,94,0
8,35.7,63,1
53,17.6,64,0
50,26.1,27,0
89,21.6,50,0
87,23.4,30,0
93,16.8,59,0
19,24.1,22,1
73,23.8,78,0
89,38.3,92,0
70,39.3,54,0
7,33.8,95,1
7,41.6,68,1
78,25.5,93,0
17,36.8,32,1
93,33.2,63,0
68,28.6,63,0
26,31.6,66,1
60,20.4,29,0
73,20.8,53,0
11,23.0,93,1
56,36.7,31,0
79,17.6,63,0
39,16.8,87,0
65,26.5,64,0
14,32.6,58,1
69,36.7,75,0
89,29.6,45,0
58,25.9,85,0
63,33.1,90,0
28,38.8,86,1
28,30.6,47,1
89,41.0,79,0
39,40.3,88,1
83,38.0,75,0
77,34.6,27,0
71,20.4,79,0
23,21.5,58,1
60,26.1,28,0
86,20.5,72,0
39,37.2,40,1
37,33.5,50,1
56,21.4,39,0
29,15.7,59,1
64,28.1,75,0
59,32.5,24,0
30,19.3,37,1
8,22.0,55,1
89,29.9,25,0
67,36.1,27,0
15,23.5,58,1
13,39.3,72,1
51,33.1,31,0
55,40.5,37,0
35,18.0,84,0
20,29.1,94,1
72,21.8,31,0
35,31.2,60,1
47,37.5,69,0
35,40.3,47,1
23,17.9,47,1
40,26.9,52,0
80,16.5,88,0
52,33.9,34,0
45,29.7,80,0
92,21.7,55,0
23,24.8,67,1
44,15.6,24,1
89,36.6,26,0
93,39.8,50,0
37,29.9,59,0
86,40.9,66,0
92,18.3,50,0
61,25.5,70,0
37,23.1,50,0
43,20.7,40,0
61,32.0,72,0
9,22.4,30,1
67,27.7,72,0
47,34.4,32,1
25,33.9,84,1
13,24.5,90,1
46,27.2,23,1
11,32.3,43,1
85,27.0,37,0
5,25.8,59,1
45,30.5,34,1
25,21.7,36,1
81,33.5,60,0
62,27.9,37,0
38,19.7,95,0
46,36.6,45,0
15,26.2,43,1
55,38.7,93,0
33,15.6,22,1
76,32.5,49,0
16,41.3,45,1
38,33.9,41,1
11,25.8,74,1
81,22.0,31,0
52,19.6,92,0
20,15.4,87,1
60,35.9,78,0
91,28.3,48,0
31,20.1,54,1
41,35.2,68,1
21,26.6,46,1
81,20.8,56,0
91,20.1,43,0
57,36.4,23,0
42,41.4,50,1
84,27.2,51,0
52,30.7,78,0
15,15.3,37,1
46,41.3,70,0
92,20.7,69,0
95,26.4,52,0
14,17.6,27,1
11,24.0,50,1
65,39.5,25,0
5,21.8,68,1
43,41.4,67,1
21,41.1,91,1
10,30.7,53,1
26,28.6,63,1
64,18.6,60,0
95,29.3,38,0
38,18.2,25,1
21,28.5,55,1
51,40.0,56,0
38,31.5,53,1
71,23.5,41,0
45,34.9,82,0
24,30.0,76,1
11,20.1,26,1
34,19.9,80,1
38,19.4,79,0
60,18.1,83,0
10,26.9,91,1
67,27.4,34,0
23,18.3,31,1
31,38.4,43,1
26,35.2,54,1
77,39.1,94,0
32,30.8,20,1
72,35.7,43,0
58,39.9,51,0
68,33.3,62,0
8,22.7,35,1
55,25.1,33,0
46,19.2,30,1
63,37.4,81,0
63,32.0,54,0
81,32.8,62,0
10,32.7,77,1
46,40.6,92,0
21,20.7,26,1
87,22.6,27,0
14,29.8,68,1
16,25.8,42,1
35,41.1,71,1
16,15.6,46,1
25,25.5,71,1
41,32.5,39,1
20,23.1,75,1
44,39.4,36,1
50,33.0,67,0
70,20.4,77,0
54,27.9,92,0
81,26.4,74,0
52,31.6,75,0
85,26.5,25,0
70,24.2,79,0
91,21.1,39,0
68,29.2,87,0
15,22.8,75,1
15,39.5,81,1
43,19.0,36,1
92,39.4,51,0
71,26.5,92,0
11,29.9,25,1
70,17.9,74,0
57,17.6,92,0
37,24.6,94,0
15,35.8,22,1
19,35.0,79,1
27,36.2,70,1
10,17.2,58,1
45,30.9,78,0
90,27.1,53,0
48,41.1,43,0
32,20.0,53,1
91,17.9,88,0
7,15.2,34,1
6,19.6,81,1
63,33.7,82,0
43,31.7,66,1
93,33.2,70,0
43,17.4,37,1
6,20.2,22,1
94,41.2,23,0
31,28.0,38,1
88,21.5,88,0
29,17.3,79,1
23,27.8,22,1
19,19.5,39,1
94,27.0,82,0
65,15.5,77,0
79,21.6,57,0
77,37.4,70,0
11,24.0,33,1
85,37.9,75,0
58,37.9,94,0
81,34.7,57,0
9,28.2,82,1
70,31.0,82,0
34,34.3,87,1
7,26.4,60,1
75,16.7,73,0
65,18.2,64,0
62,33.8,22,0
25,22.8,44,1
65,24.3,49,0
69,20.9,63,0
82,38.0,79,0
21,38.8,69,1
58,37.5,66,0
65,36.6,40,0
84,20.6,31,0
90,28.0,42,0
30,19.2,82,1
17,36.4,83,1
43,21.3,91,0
11,42.0,65,1
38,24.6,40,0
27,37.4,84,1
9,36.8,63,1
60,18.1,49,0
20,30.2,82,1
38,41.8,65,1
10,35.8,91,1
39,39.2,85,1
82,33.1,26,0
61,36.6,34,0
18,36.1,33,1
76,16.1,33,0
26,32.0,46,1
51,19.2,57,0
95,26.9,84,0
68,34.8,32,0
24,32.5,62,1
22,18.3,45,1
61,41.2,20,0
36,37.5,80,1
48,22.7,41,0
15,22.2,73,1
51,32.0,51,0
24,35.3,87,1
58,36.3,37,0
59,26.2,72,0
63,40.7,86,0
92,24.8,23,0
61,18.9,21,0
71,40.5,30,0
48,23.5,41,0
60,16.7,24,0
89,39.9,39,0
78,16.6,86,0
42,26.3,90,0
43,34.5,60,1
49,15.2,55,0
72,31.5,38,0
94,25.9,46,0
74,31.9,76,0
94,24.3,71,0
30,38.8,30,1
9,29.5,69,1
21,29.1,89,1
41,20.8,85,0
75,23.4,63,0
86,19.3,23,0
74,31.0,50,0
43,34.6,84,1
19,34.8,67,1
38,31.9,65,1
20,16.3,35,1
62,23.0,20,0
63,24.2,50,0
79,30.3,88,0
81,21.3,58,0
41,33.0,93,1
91,18.8,68,0
71,34.9,33,0
46,28.9,44,0
51,27.3,38,0
59,37.4,30,0
16,16.7,36,1
65,20.8,29,0
52,33.3,71,0
80,30.1,70,0
38,30.8,74,1
61,33.6,82,0
58,37.2,38,0
69,18.4,78,0
21,41.1,85,1
72,18.2,47,0
63,27.8,40,0
76,25.0,35,0
82,38.0,34,0
20,25.0,57,1
10,29.1,35,1
52,23.2,67,0
43,22.9,23,1
23,18.8,95,1
58,16.3,59,0
41,20.8,82,0
5,18.3,64,1
13,38.5,73,1
66,30.5,92,0
62,39.3,68,0
65,37.5,36,0
22,28.6,78,1
62,33.0,39,0
46,17.4,72,0
54,21.3,70,0
48,29.6,76,0
40,32.4,41,1
95,15.7,59,0
76,32.4,91,0
15,20.2,89,1
78,35.5,92,0
71,20.1,80,0
69,39.2,35,0
89,40.3,43,0
7,22.4,46,1
36,37.4,94,1
61,17.3,88,0
82,23.7,95,0
10,28.3,22,1
48,26.8,73,0
8,38.2,60,1
53,21.9,34,0
17,29.6,56,1
